Source,Target,Type,Id,Label,Weight,background_map_edge
59,83,Directed,1615,,0.0297,
83,85,Directed,1616,,0.0211,
58,83,Directed,1617,,0.0271,
83,86,Directed,1618,,0.0098,
83,104,Directed,1619,,0.0136,
54,83,Directed,1620,,0.0307,
83,97,Directed,1621,,0.0195,
118,157,Directed,1622,,0.0592,
152,157,Directed,1623,,0.0178,
157,221,Directed,1624,,0.0426,
141,157,Directed,1625,,0.0083,
118,181,Directed,1626,,0.0907,
181,261,Directed,1627,,0.0687,
166,181,Directed,1628,,0.0094,
181,258,Directed,1629,,0.0634,
181,182,Directed,1630,,0.073,
181,219,Directed,1631,,0.0593,
144,181,Directed,1632,,0.0416,
181,188,Directed,1633,,0.005,
146,237,Directed,1634,,0.0704,
162,237,Directed,1635,,0.0593,
221,237,Directed,1636,,0.0197,
118,198,Directed,1637,,0.0637,
198,258,Directed,1638,,0.0845,
182,198,Directed,1639,,0.0375,
198,219,Directed,1640,,0.0915,
152,198,Directed,1641,,0.0917,
198,232,Directed,1642,,0.0453,
172,198,Directed,1643,,0.0209,
198,216,Directed,1644,,0.0159,
198,206,Directed,1645,,0.021,
142,198,Directed,1646,,0.0983,
322,325,Directed,1647,,0.0061,
118,143,Directed,1648,,0.0762,
143,311,Directed,1649,,0.1479,
143,299,Directed,1650,,0.1253,
143,152,Directed,1651,,0.0364,
143,162,Directed,1652,,0.014,
143,221,Directed,1653,,0.0552,
143,306,Directed,1654,,0.1394,
92,143,Directed,1655,,0.0269,
143,170,Directed,1656,,0.0148,
118,249,Directed,1657,,0.0842,
147,249,Directed,1658,,0.0736,
162,249,Directed,1659,,0.0641,
230,249,Directed,1660,,0.0122,
221,249,Directed,1661,,0.0219,
218,249,Directed,1662,,0.0215,
249,260,Directed,1663,,0.0113,
90,118,Directed,1664,,0.0133,
90,182,Directed,1665,,0.0422,
67,90,Directed,1666,,0.0258,
90,152,Directed,1667,,0.0528,
73,90,Directed,1668,,0.0115,
293,308,Directed,1669,,0.0378,
297,308,Directed,1670,,0.0319,
273,322,Directed,1671,,0.1556,
147,298,Directed,1672,,0.1155,
298,299,Directed,1673,,0.0072,
221,298,Directed,1674,,0.065,
284,298,Directed,1675,,0.013,
298,300,Directed,1676,,0.0105,
327,332,Directed,1677,,0.0013,
118,240,Directed,1678,,0.0703,
177,240,Directed,1679,,0.0627,
232,240,Directed,1680,,0.0169,
261,303,Directed,1681,,0.049,
293,303,Directed,1682,,0.0238,
296,303,Directed,1683,,0.0212,
213,248,Directed,1684,,0.0279,
201,213,Directed,1685,,0.0157,
144,213,Directed,1686,,0.0549,
213,263,Directed,1687,,0.0407,
197,213,Directed,1688,,0.0156,
213,246,Directed,1689,,0.0282,
213,253,Directed,1690,,0.0311,
183,213,Directed,1691,,0.0208,
169,213,Directed,1692,,0.026,
199,213,Directed,1693,,0.0103,
205,213,Directed,1694,,0.0064,
200,213,Directed,1695,,0.0093,
287,301,Directed,1696,,0.025,
118,229,Directed,1697,,0.0955,
229,261,Directed,1698,,0.0325,
229,262,Directed,1699,,0.0335,
229,254,Directed,1700,,0.0148,
142,229,Directed,1701,,0.0895,
201,250,Directed,1702,,0.047,
182,250,Directed,1703,,0.1413,
144,250,Directed,1704,,0.0704,
203,250,Directed,1705,,0.0436,
250,274,Directed,1706,,0.0327,
261,283,Directed,1707,,0.0375,
283,293,Directed,1708,,0.022,
232,283,Directed,1709,,0.0435,
271,283,Directed,1710,,0.0177,
281,283,Directed,1711,,0.0149,
267,283,Directed,1712,,0.0228,
286,301,Directed,1713,,0.0337,
118,149,Directed,1714,,0.0648,
149,255,Directed,1715,,0.0811,
112,149,Directed,1716,,0.043,
149,152,Directed,1717,,0.0244,
149,230,Directed,1718,,0.059,
149,221,Directed,1719,,0.0487,
149,157,Directed,1720,,0.008,
72,118,Directed,1721,,0.0788,
72,146,Directed,1722,,0.0355,
72,147,Directed,1723,,0.0365,
72,152,Directed,1724,,0.0523,
72,162,Directed,1725,,0.0452,
72,177,Directed,1726,,0.0572,
72,96,Directed,1727,,0.0171,
271,281,Directed,1728,,0.018,
267,271,Directed,1729,,0.0191,
118,120,Directed,1730,,0.0194,
120,166,Directed,1731,,0.07,
120,258,Directed,1732,,0.1312,
120,182,Directed,1733,,0.0307,
67,120,Directed,1734,,0.0297,
120,130,Directed,1735,,0.0073,
106,120,Directed,1736,,0.0243,
118,192,Directed,1737,,0.0412,
182,192,Directed,1738,,0.0301,
152,192,Directed,1739,,0.0323,
189,192,Directed,1740,,0.0059,
192,222,Directed,1741,,0.0215,
192,204,Directed,1742,,0.0246,
126,182,Directed,1743,,0.0349,
281,286,Directed,1744,,0.0058,
266,281,Directed,1745,,0.0261,
105,182,Directed,1746,,0.0512,
105,123,Directed,1747,,0.0248,
105,167,Directed,1748,,0.0306,
96,118,Directed,1749,,0.0844,
96,152,Directed,1750,,0.0505,
96,162,Directed,1751,,0.0351,
109,170,Directed,1752,,0.0332,
112,170,Directed,1753,,0.0519,
152,170,Directed,1754,,0.0305,
131,170,Directed,1755,,0.0415,
125,170,Directed,1756,,0.027,
300,301,Directed,1757,,0.0097,
221,300,Directed,1758,,0.0749,
300,307,Directed,1759,,0.016,
118,136,Directed,1760,,0.0728,
67,136,Directed,1761,,0.1058,
136,152,Directed,1762,,0.0337,
134,136,Directed,1763,,0.0046,
118,139,Directed,1764,,0.0344,
139,162,Directed,1765,,0.0331,
139,230,Directed,1766,,0.0546,
139,177,Directed,1767,,0.0277,
139,167,Directed,1768,,0.0272,
139,161,Directed,1769,,0.0171,
137,139,Directed,1770,,0.0191,
135,139,Directed,1771,,0.005,
118,137,Directed,1772,,0.0168,
137,152,Directed,1773,,0.0257,
126,137,Directed,1774,,0.0089,
127,137,Directed,1775,,0.0092,
267,281,Directed,1776,,0.033,
118,130,Directed,1777,,0.0142,
130,258,Directed,1778,,0.1336,
130,182,Directed,1779,,0.0258,
130,148,Directed,1780,,0.0086,
201,242,Directed,1781,,0.0331,
224,242,Directed,1782,,0.0104,
26,47,Directed,1783,,0.1216,
26,33,Directed,1784,,0.0322,
26,29,Directed,1785,,0.0131,
26,31,Directed,1786,,0.017,
22,26,Directed,1787,,0.0281,
230,234,Directed,1788,,0.0217,
4,47,Directed,1789,,0.2109,
4,26,Directed,1790,,0.0915,
2,4,Directed,1791,,0.0515,
1,4,Directed,1792,,0.0767,
75,201,Directed,1793,,0.0622,
47,75,Directed,1794,,0.032,
65,75,Directed,1795,,0.0143,
75,108,Directed,1796,,0.0168,
74,75,Directed,1797,,0.0106,
75,151,Directed,1798,,0.0348,
75,116,Directed,1799,,0.0202,
75,87,Directed,1800,,0.0085,
71,118,Directed,1801,,0.024,
67,71,Directed,1802,,0.0262,
71,90,Directed,1803,,0.0143,
57,71,Directed,1804,,0.0197,
71,77,Directed,1805,,0.0053,
62,166,Directed,1806,,0.0605,
62,67,Directed,1807,,0.0786,
62,144,Directed,1808,,0.0511,
45,62,Directed,1809,,0.049,
50,62,Directed,1810,,0.0302,
62,63,Directed,1811,,0.0133,
46,62,Directed,1812,,0.0215,
40,62,Directed,1813,,0.0377,
55,62,Directed,1814,,0.0191,
61,62,Directed,1815,,0.0201,
150,325,Directed,1816,,0.2238,
311,325,Directed,1817,,0.1105,
147,325,Directed,1818,,0.2247,
299,325,Directed,1819,,0.1326,
221,325,Directed,1820,,0.1877,
273,325,Directed,1821,,0.1612,
100,118,Directed,1822,,0.0186,
100,152,Directed,1823,,0.0312,
100,137,Directed,1824,,0.0175,
223,230,Directed,1825,,0.0084,
152,252,Directed,1826,,0.0654,
162,252,Directed,1827,,0.0621,
221,252,Directed,1828,,0.021,
111,118,Directed,1829,,0.0123,
111,112,Directed,1830,,0.0112,
67,111,Directed,1831,,0.0465,
111,152,Directed,1832,,0.0318,
111,161,Directed,1833,,0.0233,
71,111,Directed,1834,,0.0252,
100,111,Directed,1835,,0.0071,
132,152,Directed,1836,,0.0243,
132,230,Directed,1837,,0.0643,
132,174,Directed,1838,,0.0212,
118,140,Directed,1839,,0.0464,
140,182,Directed,1840,,0.0382,
82,140,Directed,1841,,0.0261,
106,140,Directed,1842,,0.015,
201,214,Directed,1843,,0.0103,
82,118,Directed,1844,,0.0475,
82,182,Directed,1845,,0.0564,
67,82,Directed,1846,,0.0219,
82,144,Directed,1847,,0.0821,
82,130,Directed,1848,,0.0376,
76,82,Directed,1849,,0.0325,
152,186,Directed,1850,,0.0214,
186,192,Directed,1851,,0.0156,
84,118,Directed,1852,,0.0245,
118,191,Directed,1853,,0.0376,
182,191,Directed,1854,,0.0159,
152,191,Directed,1855,,0.0439,
167,191,Directed,1856,,0.0172,
255,259,Directed,1857,,0.0128,
230,259,Directed,1858,,0.0184,
249,259,Directed,1859,,0.007,
259,273,Directed,1860,,0.0125,
182,206,Directed,1861,,0.0211,
148,182,Directed,1862,,0.0186,
118,173,Directed,1863,,0.1001,
173,261,Directed,1864,,0.0786,
173,248,Directed,1865,,0.0774,
166,173,Directed,1866,,0.0114,
51,118,Directed,1867,,0.0655,
51,67,Directed,1868,,0.0267,
51,82,Directed,1869,,0.0319,
272,283,Directed,1870,,0.0295,
266,272,Directed,1871,,0.0289,
218,235,Directed,1872,,0.0118,
118,158,Directed,1873,,0.0186,
158,182,Directed,1874,,0.0162,
152,158,Directed,1875,,0.0412,
158,161,Directed,1876,,0.0207,
148,158,Directed,1877,,0.0094,
158,171,Directed,1878,,0.0074,
113,152,Directed,1879,,0.0271,
113,174,Directed,1880,,0.0292,
73,118,Directed,1881,,0.022,
73,94,Directed,1882,,0.0129,
71,73,Directed,1883,,0.003,
69,73,Directed,1884,,0.0077,
73,77,Directed,1885,,0.0026,
162,243,Directed,1886,,0.0552,
221,243,Directed,1887,,0.0159,
117,152,Directed,1888,,0.0152,
76,144,Directed,1889,,0.0551,
47,59,Directed,1890,,0.0197,
59,144,Directed,1891,,0.0638,
45,59,Directed,1892,,0.0152,
54,59,Directed,1893,,0.0113,
93,118,Directed,1894,,0.0232,
93,152,Directed,1895,,0.0297,
93,100,Directed,1896,,0.0047,
108,201,Directed,1897,,0.0455,
65,108,Directed,1898,,0.0307,
78,79,Directed,1899,,0.0063,
110,152,Directed,1900,,0.0458,
110,162,Directed,1901,,0.0286,
152,210,Directed,1902,,0.0373,
81,118,Directed,1903,,0.1173,
81,144,Directed,1904,,0.0277,
81,85,Directed,1905,,0.0069,
50,67,Directed,1906,,0.1082,
50,144,Directed,1907,,0.0596,
224,261,Directed,1908,,0.1148,
201,224,Directed,1909,,0.0268,
183,224,Directed,1910,,0.0338,
182,220,Directed,1911,,0.0327,
190,230,Directed,1912,,0.0307,
177,190,Directed,1913,,0.0092,
190,202,Directed,1914,,0.0083,
53,166,Directed,1915,,0.0701,
53,67,Directed,1916,,0.0424,
53,144,Directed,1917,,0.0809,
53,82,Directed,1918,,0.0367,
41,53,Directed,1919,,0.0145,
63,166,Directed,1920,,0.0656,
63,67,Directed,1921,,0.0918,
63,144,Directed,1922,,0.0479,
45,63,Directed,1923,,0.037,
50,63,Directed,1924,,0.0185,
46,63,Directed,1925,,0.0163,
55,63,Directed,1926,,0.0089,
33,47,Directed,1927,,0.0895,
29,33,Directed,1928,,0.0247,
32,33,Directed,1929,,0.0113,
52,67,Directed,1930,,0.0194,
69,118,Directed,1931,,0.0283,
69,71,Directed,1932,,0.0084,
57,69,Directed,1933,,0.0198,
85,261,Directed,1934,,0.1272,
85,144,Directed,1935,,0.0261,
85,97,Directed,1936,,0.0064,
163,182,Directed,1937,,0.011,
261,294,Directed,1938,,0.032,
46,67,Directed,1939,,0.0958,
46,144,Directed,1940,,0.0641,
46,50,Directed,1941,,0.0149,
46,55,Directed,1942,,0.009,
115,152,Directed,1943,,0.0233,
103,115,Directed,1944,,0.0038,
106,118,Directed,1945,,0.0434,
82,106,Directed,1946,,0.0113,
103,152,Directed,1947,,0.0271,
39,47,Directed,1948,,0.013,
39,65,Directed,1949,,0.0306,
39,142,Directed,1950,,0.0835,
6,13,Directed,1951,,0.0143,
7,13,Directed,1952,,0.014,
13,21,Directed,1953,,0.0098,
13,18,Directed,1954,,0.0055,
13,17,Directed,1955,,0.006,
12,13,Directed,1956,,0.002,
13,20,Directed,1957,,0.0112,
13,19,Directed,1958,,0.0095,
10,13,Directed,1959,,0.0023,
9,13,Directed,1960,,0.0053,
13,14,Directed,1961,,0.0009,
13,15,Directed,1962,,0.0011,
266,286,Directed,1963,,0.0315,
266,271,Directed,1964,,0.0102,
266,267,Directed,1965,,0.0091,
182,226,Directed,1966,,0.0385,
220,226,Directed,1967,,0.0064,
79,118,Directed,1968,,0.025,
67,79,Directed,1969,,0.0138,
208,258,Directed,1970,,0.0416,
152,187,Directed,1971,,0.0235,
44,67,Directed,1972,,0.0356,
41,67,Directed,1973,,0.0522,
201,228,Directed,1974,,0.0244,
228,236,Directed,1975,,0.0033,
261,282,Directed,1976,,0.0223,
47,142,Directed,1977,,0.0714,
142,144,Directed,1978,,0.0194,
65,142,Directed,1979,,0.0572,
45,142,Directed,1980,,0.0655,
76,142,Directed,1981,,0.0717,
121,142,Directed,1982,,0.0629,
321,323,Directed,1983,,0.0061,
98,144,Directed,1984,,0.0347,
76,98,Directed,1985,,0.0204,
8,27,Directed,1986,,0.0351,
56,59,Directed,1987,,0.0078,
40,144,Directed,1988,,0.0728,
40,45,Directed,1989,,0.018,
40,50,Directed,1990,,0.0133,
40,46,Directed,1991,,0.0167,
40,55,Directed,1992,,0.02,
74,201,Directed,1993,,0.0637,
42,47,Directed,1994,,0.0089,
138,201,Directed,1995,,0.0333,
138,183,Directed,1996,,0.0253,
124,138,Directed,1997,,0.0076,
151,201,Directed,1998,,0.0276,
65,151,Directed,1999,,0.0485,
66,151,Directed,2000,,0.0422,
261,268,Directed,2001,,0.0143,
118,154,Directed,2002,,0.0152,
154,182,Directed,2003,,0.018,
154,164,Directed,2004,,0.0062,
154,171,Directed,2005,,0.0128,
193,201,Directed,2006,,0.0063,
102,118,Directed,2007,,0.0236,
102,182,Directed,2008,,0.0378,
102,120,Directed,2009,,0.0073,
102,107,Directed,2010,,0.0087,
316,317,Directed,2011,,0.0028,
314,317,Directed,2012,,0.0036,
88,118,Directed,2013,,0.0142,
29,47,Directed,2014,,0.1134,
55,144,Directed,2015,,0.0556,
50,55,Directed,2016,,0.0112,
184,293,Directed,2017,,0.1008,
231,258,Directed,2018,,0.0164,
118,153,Directed,2019,,0.0994,
153,248,Directed,2020,,0.0845,
67,153,Directed,2021,,0.0829,
153,293,Directed,2022,,0.1171,
153,203,Directed,2023,,0.0806,
3,5,Directed,2024,,0.0269,
118,164,Directed,2025,,0.0211,
164,182,Directed,2026,,0.0128,
8,24,Directed,2027,,0.0414,
23,24,Directed,2028,,0.01,
118,134,Directed,2029,,0.0768,
261,277,Directed,2030,,0.0122,
47,58,Directed,2031,,0.0288,
58,65,Directed,2032,,0.0294,
58,59,Directed,2033,,0.0107,
56,58,Directed,2034,,0.018,
54,58,Directed,2035,,0.0036,
180,182,Directed,2036,,0.0095,
269,270,Directed,2037,,0.0035,
57,118,Directed,2038,,0.0435,
57,70,Directed,2039,,0.0199,
47,54,Directed,2040,,0.0273,
107,118,Directed,2041,,0.0149,
47,48,Directed,2042,,0.0107,
48,65,Directed,2043,,0.0212,
48,49,Directed,2044,,0.0048,
327,330,Directed,2045,,0.0935,
45,61,Directed,2046,,0.0302,
50,61,Directed,2047,,0.0123,
61,63,Directed,2048,,0.007,
40,61,Directed,2049,,0.0242,
55,61,Directed,2050,,0.0067,
182,211,Directed,2051,,0.0181,
182,209,Directed,2052,,0.0261,
206,209,Directed,2053,,0.0058,
327,328,Directed,2054,,0.0093,
97,104,Directed,2055,,0.0105,
118,155,Directed,2056,,0.0157,
1,8,Directed,2057,,0.1026,
1,2,Directed,2058,,0.0436,
199,201,Directed,2059,,0.0072,
122,163,Directed,2060,,0.022,
16,22,Directed,2061,,0.0311,
118,145,Directed,2062,,0.02,
145,182,Directed,2063,,0.0198,
130,145,Directed,2064,,0.0071,
145,148,Directed,2065,,0.0074,
65,116,Directed,2066,,0.0331,
108,116,Directed,2067,,0.0062,
74,116,Directed,2068,,0.0203,
116,151,Directed,2069,,0.0159,
66,116,Directed,2070,,0.0271,
47,60,Directed,2071,,0.0242,
60,65,Directed,2072,,0.0225,
59,60,Directed,2073,,0.0046,
56,60,Directed,2074,,0.0124,
58,60,Directed,2075,,0.0069,
54,60,Directed,2076,,0.0087,
60,64,Directed,2077,,0.0048,
49,60,Directed,2078,,0.0119,
29,31,Directed,2079,,0.0125,
31,32,Directed,2080,,0.0043,
321,324,Directed,2081,,0.005,
65,87,Directed,2082,,0.0223,
66,87,Directed,2083,,0.0156,
194,221,Directed,2084,,0.0207,
165,201,Directed,2085,,0.021,
130,160,Directed,2086,,0.0148,
182,195,Directed,2087,,0.0118,
155,171,Directed,2088,,0.0094,
6,7,Directed,2089,,0.0197,
7,8,Directed,2090,,0.0488,
8,38,Directed,2091,,0.1622,
36,38,Directed,2092,,0.0549,
37,38,Directed,2093,,0.0478,
25,26,Directed,2094,,0.0057,
35,36,Directed,2095,,0.0232,
28,35,Directed,2096,,0.0425,
150,320,Directed,2097,,0.2143,
311,320,Directed,2098,,0.0968,
147,320,Directed,2099,,0.2151,
320,324,Directed,2100,,0.0054,
182,207,Directed,2101,,0.0151,
195,207,Directed,2102,,0.0058,
64,65,Directed,2103,,0.0191,
59,64,Directed,2104,,0.0057,
118,168,Directed,2105,,0.0993,
168,258,Directed,2106,,0.0647,
144,168,Directed,2107,,0.028,
201,205,Directed,2108,,0.0099,
47,49,Directed,2109,,0.0154,
49,56,Directed,2110,,0.0087,
8,37,Directed,2111,,0.1999,
8,34,Directed,2112,,0.0774,
124,201,Directed,2113,,0.0408,
17,19,Directed,2114,,0.0038,
17,20,Directed,2115,,0.0053,
19,20,Directed,2116,,0.0018,
30,34,Directed,2117,,0.0184,
10,12,Directed,2118,,0.001,
9,10,Directed,2119,,0.003,
9,12,Directed,2120,,0.0037,
11,13,Directed,2121,,0.0033,
10,11,Directed,2122,,0.0011,
9,11,Directed,2123,,0.0022,
315,316,Directed,2124,,0.0013,
315,317,Directed,2125,,0.0022,
